tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
Google Latitude to make a big push at #SXSW..will they breakthrough this year? {link},Google,Positive emotion,14,google latitude make big push sxswwill breakthrough year link
Mobile activations of @mention up 200% in 9 months with android taking huge market share #SXSWMobileApps #SXSW #AccessSXSW,Android,Positive emotion,18,mobile activation month android taking huge market share sxswmobileapps sxsw accesssxsw
Robot battles hosted by Google and LEGO are about to start. #sxsw {link},,No emotion toward brand or product,13,robot battle hosted google lego start sxsw link
"Congrats to @mention another @mention winner of an #iPad case, it's going on a mission trip with his sister in Haiti! #SXSW #cbatsxsw",iPad,Positive emotion,23,congrats another winner ipad case going mission trip sister haiti sxsw cbatsxsw
Congrats to @mention for executing the @mention event guide! Have it loaded on my iPhone #sxsw #sxsw11 {link},iPad or iPhone App,Positive emotion,18,congrats executing event guide loaded iphone sxsw sxsw link
congrats to @mention for getting to the next level in his fave iPad game PengAirborne #dowtimebetweensessions #iamagameshater #SXSW,,No emotion toward brand or product,18,congrats getting next level fave ipad game pengairborne dowtimebetweensessions iamagameshater sxsw
Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,,No emotion toward brand or product,18,congrats winning ipad raffled smileyparty check inbox detail sxsw
Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,Positive emotion,17,congrats winning last ipad case boyfriend aw sxsw cbatsxsw
"REDCROSS to 90999 RT @mention If you can afford to attend #sxsw or buy an iPad today, consider a few $$$ for Japan earthquake relief.",,No emotion toward brand or product,25,redcross rt afford attend sxsw buy ipad today consider japan earthquake relief
En route to austin for #sxsw - I'll bet a new iphone 5 that's 90% of the flight,,No emotion toward brand or product,18,en route austin sxsw ill bet new iphone thats flight
"en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products",,No emotion toward brand or product,18,en route austin tx sxsw accompanied fedora instrument weird haircut apple product
"San Jose to Austin.  I am surrounded by Apple and Google peeps, every tech nerds dream. Time turn up the charm and find a new bff #sxsw",Google,Positive emotion,27,san jose austin surrounded apple google peep every tech nerd dream time turn charm find new bff sxsw
this has to be the first Apple product launch that *hasn't* plagued my twitter stream #sxsw,Apple,No emotion toward brand or product,16,first apple product launch hasnt plagued twitter stream sxsw
"Congrats to Bernd, Florian and @mention on the launch of the Guguchu Ticket Terminal iPhone app ahead of #sxsw {link}",iPad or iPhone App,Positive emotion,20,congrats bernd florian launch guguchu ticket terminal iphone app ahead sxsw link
The line to buy an iPad 2 stretches 2 blocks. Not getting one today. :) #SXSW,,No emotion toward brand or product,16,line buy ipad stretch block getting one today sxsw
"We start to compete with the bigger guys now, like Google. #checkins #pnid #sxsw",Google,Positive emotion,14,start compete bigger guy like google checkins pnid sxsw
"I'd love to get my #ipad2 at the #apple store that's popping up downtown tomorrow, but lack the patience for #SXSW douchebaggery.",iPad,Positive emotion,22,id love get ipad apple store thats popping downtown tomorrow lack patience sxsw douchebaggery
Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,,No emotion toward brand or product,14,last day get lp austin iphone app free link travel sxsw
Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,Apple,Positive emotion,19,thrilled former chief talent officer apple gap advisory board link sxsw sxswi innotribe
@mention to have temp store at 6th &amp; congress during #sxsw now attendees have no excuse to not be walking around with an #iPad 2! #Austin,iPad,Positive emotion,26,temp store th amp congress sxsw attendee excuse walking around ipad austin
The Memento iOS app is on sale for 99� for #SXSW ��� Wait Just One Momento��_ Let Social Media Create Your Diary {link} #iPhone,,No emotion toward brand or product,24,memento io app sale sxsw wait one momento let social medium create diary link iphone
Contests to Juan on winning our last @mention commuter case for #iPhone 4 ! 2 $50 gift cards left! #cbatsxsw #SXSW,,No emotion toward brand or product,21,contest juan winning last commuter case iphone gift card left cbatsxsw sxsw
"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :-D #SXSW # {link}",iPad,Positive emotion,23,congrats kenny enjoys spanking new case ipad look happy sxsw link
"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :D #SXSW #CBatSXSW {link}",iPad,Positive emotion,23,congrats kenny enjoys spanking new case ipad look happy sxsw cbatsxsw link
@mention to launch 'Circles' later today at #SXSW?? gotta love #SXSW - one platform for everything from Independent film to Innovative Tech,,No emotion toward brand or product,22,launch circle later today sxsw gotta love sxsw one platform everything independent film innovative tech
@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link} (via @mention,,No emotion toward brand or product,14,launch quotgroupon living socialtypequot reward sxsw link via
@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} | @mention,,No emotion toward brand or product,13,launch quotgroupon living socialtypequot reward sxsw link
"@mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL",,No emotion toward brand or product,20,launch social network called circle possibly today link sxsw via interesting jl
starting to make my google cal for #sxsw. really excited to see @mention  @mention @mention @mentions,,No emotion toward brand or product,16,starting make google cal sxsw really excited see
Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,,Positive emotion,24,guy next bathroom prop ipad urinal keep using going people serious sxsw
Guy next to me is carefully studying the &quot;best parties at #SXSW 11&quot; spreadsheet he made on on his iPad. But it's an iPad 1. N00B!,,No emotion toward brand or product,26,guy next carefully studying quotbest party sxsw quot spreadsheet made ipad ipad nb
@mention to open temporary store at SXSW {link} They should use @mention too #sxsw,,No emotion toward brand or product,14,open temporary store sxsw link use sxsw
Up early to purchase the #iPad 2 for our awesome sweepstakes giveaway and game at #SXSW! Details coming soon!,iPad,Positive emotion,19,early purchase ipad awesome sweepstakes giveaway game sxsw detail coming soon
Have yet to see someone with a PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,Apple,Positive emotion,20,yet see someone pc dell otherwise sxsw apple macbook pro ipadssxsw
@mention To sell iPad 2s to #SXSW attendees. It worked. They sold out.,iPad,Positive emotion,13,sell ipad sxsw attendee worked sold
The line to the #apple #ipad2 popup store on 6th &amp; Congress warps around to 5th st. #SXSW  {link},,No emotion toward brand or product,19,line apple ipad popup store th amp congress warp around th st sxsw link
Just got to the google party at speakeasy. Free drinks and food coming out! #sxsw,,No emotion toward brand or product,15,got google party speakeasy free drink food coming sxsw
"Congrats to VA client Discovr, kicking a** and taking names: {link}  Hottest music app at #SXSW? {link}",,No emotion toward brand or product,17,congrats va client discovr kicking taking name link hottest music app sxsw link
"Planning to wait for the iPad2 at the #sxsw Apple Store, get #infeKTD. Might be players in the crowd.  {link}",iPad,Positive emotion,20,planning wait ipad sxsw apple store get infektd might player crowd link
"Ser�� cierto? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw",,No emotion toward brand or product,17,ser cierto rt google launch major new social network called circle possibly today rwwtofbcet sxsw
iPhone autocorrects &quot;sxsw&quot; to &quot;scar&quot; -- foreshadowing? #sxsw,,No emotion toward brand or product,8,iphone autocorrects quotsxswquot quotscarquot foreshadowing sxsw
"Released today by @mention Spin Play: Spin Magazine's iPad app, download it now! (1st issue free) {link} #sxsw",,No emotion toward brand or product,18,released today spin play spin magazine ipad app download st issue free link sxsw
&quot;Tattoo for an iPad&quot; chalked on the pavement. What can it mean? #sxsw #applefanatic,iPad,Positive emotion,14,quottattoo ipadquot chalked pavement mean sxsw applefanatic
I'm here too!  RT @mention #bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,,No emotion toward brand or product,21,im rt bettercloud sxsw presenter amp austin native john wiley happens chief engineer behind google search
For iPod too? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,20,ipod rt new ubersocial iphone app store includes uberguide sxsw cont link
"My #SXSW toolkit:  laptop+charger, iPhone, H2O, bike, &amp; shades:  I'm a walking Apple ad with a touch of REI.  What's in your #sxswtoolkit?",Apple,Positive emotion,23,sxsw toolkit laptopcharger iphone ho bike amp shade im walking apple ad touch rei whats sxswtoolkit
My CNET story on Apple's schooling the social marketing execs at #SXSW with its pop-up #iPad2  launch {link},,No emotion toward brand or product,18,cnet story apple schooling social marketing exec sxsw popup ipad launch link
There is totally a make-shift Apple store downtown. #sxsw,,No emotion toward brand or product,9,totally makeshift apple store downtown sxsw
@mention totally digging the new foursquare on iPhone. Just in time for #sxsw. Craps rematch in Austin from big Omaha?,iPad or iPhone App,Positive emotion,20,totally digging new foursquare iphone time sxsw crap rematch austin big omaha
"@mention Totally! I mean, the number of companies that seemed to be offering the same thing at #sxsw was sad. Apple beat you, give up guys.",Apple,Positive emotion,26,totally mean number company seemed offering thing sxsw sad apple beat give guy
At &quot;Touching Stories: Designing Magazines for the iPad #touchingstories #tbwasxsw #sxsw,,No emotion toward brand or product,11,quottouching story designing magazine ipad touchingstories tbwasxsw sxsw
"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW",Other Google product or service,Negative emotion,18,google hotpot quotnot good service force anywaysquot sxsw
"Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",,No emotion toward brand or product,14,google hotpot activity map week austin tx sxsw suxsw link
"Google Hotpot at #sxsw - instant rating &amp; review via Places, social sharing, etc. Yelp killer?",,No emotion toward brand or product,16,google hotpot sxsw instant rating amp review via place social sharing etc yelp killer
Google hotpot brings Netflix-style functionality to Places. Result is Yelp with no personality. #bettersearch #SXSW,,No emotion toward brand or product,15,google hotpot brings netflixstyle functionality place result yelp personality bettersearch sxsw
Google Hotpot demo at #SXSW Seems a whole lot like #yelp to me- innovate or not be left outa game? They show heat maps2 {link},,No emotion toward brand or product,25,google hotpot demo sxsw seems whole lot like yelp innovate left outa game show heat map link
Google hotpot has anyone used it? #sxsw,,No emotion toward brand or product,7,google hotpot anyone used sxsw
Google Hotpot is a new app that let's people rate where they are. I guess its a logical business progression for them #MarissaGoogle #sxsw,Other Google product or service,Positive emotion,24,google hotpot new app let people rate guess logical business progression marissagoogle sxsw
"Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",Other Google product or service,Positive emotion,22,google hotpot rate restaurant get personalized recos eat um think foursquare yelp etc covered already sxsw
"google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Other Google product or service,Positive emotion,14,google hotpot yelp killer impressive integration personalized recommendation really fast sxsw
After 5 straight days on my iPad at #sxsw it's such a welcome change to flip through a fashion mag #printisnotdead #digitalblasphemy,,No emotion toward brand or product,22,straight day ipad sxsw welcome change flip fashion mag printisnotdead digitalblasphemy
"Look for transit info for US and Canada at GTFS, city-go-round, Transit Developer Google group #sxsw #transitapps",,No emotion toward brand or product,17,look transit info u canada gtfs citygoround transit developer google group sxsw transitapps
"Sounds intriguing... RT @mention Lots of chatter around Google's new social network, Circles #SXSW -KEK",Other Google product or service,Positive emotion,15,sound intriguing rt lot chatter around google new social network circle sxsw kek
Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},,Positive emotion,15,google introducing checkin status reward sxsw mobile link
Crowd control at the Apple pop up #sxsw  {link},,No emotion toward brand or product,9,crowd control apple pop sxsw link
don't distrub my circles - RT @mention We're not launching any products at #SXSW - dancing today {link},,No emotion toward brand or product,18,dont distrub circle rt launching product sxsw dancing today link
"The Industry Party #GSDM #Google was a grand affair.
#SXSW",Google,Positive emotion,10,industry party gsdm google grand affair sxsw
Got lost trying to fond the apple store in Austin so @mention instead!! #sxsw,,No emotion toward brand or product,14,got lost trying fond apple store austin instead sxsw
"iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",iPad,Positive emotion,24,ipad thing addition place print cut sxsw b newsapps panel
Apple rents retail space downtown Austin for #SXSW {link} Must avoid 3-block radius tomorrow (via @mention,Apple,No emotion toward brand or product,16,apple rent retail space downtown austin sxsw link must avoid block radius tomorrow via
iPad 2 Gets Temporary Apple Store for SXSW {link} #Apple #AppleStore #iPad2 #SXSW #Verizon,,No emotion toward brand or product,14,ipad get temporary apple store sxsw link apple applestore ipad sxsw verizon
First shots w/iPad 2 from #sxsw {link},,No emotion toward brand or product,7,first shot wipad sxsw link
Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link} (via @mention,,No emotion toward brand or product,19,attending sxsw want explore austin check austin link via
"Perfect attention to detail RT @mention Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",Google,Negative emotion,20,perfect attention detail rt google recreated code pacman doodle original bug included sxsw googledoodles
What's better than sweets? A new iPad just in time for #sxsw,iPad,Positive emotion,12,whats better sweet new ipad time sxsw
Design Patterns For User Engagement at SXSW. I'm interested to hear what google has to say on the subject... #SXSW #makinggamesbetter,,No emotion toward brand or product,21,design pattern user engagement sxsw im interested hear google say subject sxsw makinggamesbetter
iPhone battery about to die. Nooooooooooooooo. #sxsw,,No emotion toward brand or product,7,iphone battery die nooooooooooooooo sxsw
iPhone battery is going quickly. Guy behind me let me borrow his portable charger. I want one! {link} #SXSW,iPhone,Negative emotion,19,iphone battery going quickly guy behind let borrow portable charger want one link sxsw
iPhone battery maintenance is a fine art at #sxsw,,I can't tell,9,iphone battery maintenance fine art sxsw
Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw,,No emotion toward brand or product,10,louis vuitton iphone app called amble digitalluxury sxsw
Google actually does have an official death policy. One of only a few. via @mention #digitaldeath #sxsw,,I can't tell,17,google actually official death policy one via digitaldeath sxsw
Are you stuck inthat long a$$ line at the Apple store? Come check us out! We are in the next block across from Driskill! #Apple #SXSW  #WAM,,No emotion toward brand or product,27,stuck inthat long line apple store come check u next block across driskill apple sxsw wam
No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},iPad or iPhone App,Positive emotion,19,stumbling around lost sxsw stay contact group iphone application link
Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},,No emotion toward brand or product,22,stupid sxsw find mac game link via ipad amp link
Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac,,No emotion toward brand or product,19,stupid find sxsw mac link special price game mac
Any #startups need an #android developer for #SXSW?,,No emotion toward brand or product,8,startup need android developer sxsw
82% of future tablet buyers say they'll choose Apple's iPad See pop-up store at #SXSW {link},iPad,Positive emotion,16,future tablet buyer say theyll choose apple ipad see popup store sxsw link
"Internet tv is coming. Google tv, dvrs, xbox. This train isn't stopping. Barry Diller #sxsw",,No emotion toward brand or product,15,internet tv coming google tv dvrs xbox train isnt stopping barry diller sxsw
"OK #Sxsw tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;) #analog",,No emotion toward brand or product,29,ok sxsw tweeps flight one freak im going reading book real one ipad kindle paper analog
@mention tweeted: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need ...,,No emotion toward brand or product,25,tweeted rt best thing ive heard weekend sxsw quoti gave ipad money japan relief dont need
I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,,No emotion toward brand or product,19,im livetweeting sxsw rt user drive b mile year google map navigation jr
"If I'm retweeting it, chances are it's being added to my spreadsheet #sxsw {link}",,No emotion toward brand or product,14,im retweeting chance added spreadsheet sxsw link
"Watching Twit Live #SXSW, want to go next year now. Also want an ipad, but I'm content to wait awhile. I always buy technology late anyway.",iPad,Positive emotion,26,watching twit live sxsw want go next year also want ipad im content wait awhile always buy technology late anyway
I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,,No emotion toward brand or product,13,need twitter app recommendation new ipad thought sxsw
Nice of #Twitter to lwr boom on #API devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya {link},,No emotion toward brand or product,19,nice twitter lwr boom api devs undr covr japan tsunami earthquake sxsw wisconsin libya link
"Wow, The Twitter. Can look it up on The Google :). RT @mention In honor of @mention How is everyone on The Twitter doing? #SXSW",,No emotion toward brand or product,25,wow twitter look google rt honor everyone twitter sxsw
Google's two main #seo factors: Topicality and site authority from via @mention at #sxsw,,No emotion toward brand or product,14,google two main seo factor topicality site authority via sxsw
"Block party capitalism ballroom f #sxsw
Just went to google thing last session but only because first choice was full",,No emotion toward brand or product,20,block party capitalism ballroom f sxsw went google thing last session first choice full
New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,,No emotion toward brand or product,16,new mike tyson game coming iphone link iphone sxsw videogames tyson art cartoon
"Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",,No emotion toward brand or product,21,hi accidentally took ipad techi set pepsicostage would please return sxsw link
@mention U in this line? RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},,No emotion toward brand or product,23,u line rt line apple popup store austin open pm sxsw link
How do you know when you are at a Google party? You find the only Samsung galaxy tab at #sxsw... {link},,No emotion toward brand or product,21,know google party find samsung galaxy tab sxsw link
To all you nice people going to #SXSW have fun. check in with  #TWIT #TWIG @mention  @mention @mention . Any #android #podcasters?,,No emotion toward brand or product,22,nice people going sxsw fun check twit twig android podcasters
How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,,No emotion toward brand or product,23,use map mayer google map usage mobile r million mobile user link via sxsw
"Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",,No emotion toward brand or product,21,hey youre sxsw try early iphoneandroid beta hitchery let u know think link
Great visualisation of the ghost movement logic in PacMan during the Google Doodles session @mention #sxsw. More details here. {link},,Positive emotion,20,great visualisation ghost movement logic pacman google doodle session sxsw detail link
"Highly doubt @mention will announce new social effort at #sxsw today...does not seem their style, but I greatly look forward to seeing it.",,No emotion toward brand or product,23,highly doubt announce new social effort sxsw todaydoes seem style greatly look forward seeing
"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",iPad,No emotion toward brand or product,23,couch ipad propped gut full breakfast taco dangerous position inertia whats happening tonight sxsw friend
wow you suck {link} iPad #sxsw Rebecca Black #fab5,iPad,Negative emotion,9,wow suck link ipad sxsw rebecca black fab
"The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",,No emotion toward brand or product,20,kid ducked exposing chaneva tattoo small back ipad flew right sxsw
"?? from audience asks @mention what her favorite non-Google product is &amp; why - she says, I really love my Swiss Omega watch #SXSW",,No emotion toward brand or product,24,audience asks favorite nongoogle product amp say really love swiss omega watch sxsw
"Never thought I'd be sitting on the floor of the Austin Convention Center, but that's the best place to plug in my iPhone charger. #sxsw",,No emotion toward brand or product,25,never thought id sitting floor austin convention center thats best place plug iphone charger sxsw
Apple brought in 5 employees from each store in Texas to staff the popup store. #SXSW,,No emotion toward brand or product,16,apple brought employee store texas staff popup store sxsw
Apple brought touch UI to the masses and I'm listening to 2 Microsoft guys talk about it. #sxsw,,No emotion toward brand or product,18,apple brought touch ui mass im listening microsoft guy talk sxsw
"Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw",,No emotion toward brand or product,16,npr fan built first iphone app affiliated npr firefighter coder sxsw
So grateful my Twitterstream is mostly full of empathy and concern for events other than iPad 2 and #sxsw.,,No emotion toward brand or product,19,grateful twitterstream mostly full empathy concern event ipad sxsw
Google could = search engines. Google instead = useful information. #savebrands #sxsw,Google,Positive emotion,12,google could search engine google instead useful information savebrands sxsw
"Google would be a great partner for us, says @mention Looking for more distribution and better products. #sxsw",Google,Positive emotion,18,google would great partner u say looking distribution better product sxsw
wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,,No emotion toward brand or product,25,wish could go head link pm cst today win vip access acoustic solo set sxsw tonight
Room is full here at re iPad design headaches talk. #sxsw,,Positive emotion,11,room full ipad design headache talk sxsw
"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",,No emotion toward brand or product,22,ummm u dinosaur sxsw question u dinosaur shark ninja pirate google party like
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",,No emotion toward brand or product,14,cnn launch quottv everywherequot service mobile google tv computer link sxsw
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention",,No emotion toward brand or product,16,cnn launch quottv everywherequot service mobile google tv computer link sxsw via
Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,Google,Positive emotion,22,google launch route around traffic offer option keep traffic save yr worth timeevery day sxsw
Google launching  a new social network today? #sxsw {link},,No emotion toward brand or product,9,google launching new social network today sxsw link
Google launching new social network called Cicles at #sxsw today {link},,No emotion toward brand or product,11,google launching new social network called cicles sxsw today link
Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,,No emotion toward brand or product,10,google launching secret new social network called quotcirclesquot link sxsw
Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,,No emotion toward brand or product,9,google launching secret new social network called quotcirclesquot sxsw
Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,,No emotion toward brand or product,9,google launching social network quotgoogle circlesquot sxsw
I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,iPad,Positive emotion,18,found bbq sauce ipad tech texas really come together sxsw
Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},iPad,Positive emotion,18,line around block new ipad austin sxsw one lucky recipient link
Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,Other Google product or service,Positive emotion,14,route around traffic google map save user year worth timeeveryday sxsw
Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,Positive emotion,18,route around traffic google map feature saving user year time every day sxsw holytrafficjams
We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,iPhone,Negative emotion,24,ungrateful bc much shit play turn shit iphone sxsw
Kind of funny/sad that the iPad release line was longer than any party lines (i saw) at #sxsw last night. #sheeple,iPad,Positive emotion,21,kind funnysad ipad release line longer party line saw sxsw last night sheeple
Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,,Positive emotion,16,google quotad preferencesquot view edit google think like seenocreepy sxsw
GOOGLE &quot;challenge is 2 stay true 2 what originally built this big &amp; successful brand experimentation &amp; moving fast�۝ #SXSW {link},,No emotion toward brand or product,21,google quotchallenge stay true originally built big amp successful brand experimentation amp moving fast sxsw link
Google &quot;china is not the middle east&quot; @mention #SXSW,,No emotion toward brand or product,9,google quotchina middle eastquot sxsw
"I'm at &quot;Designing iPad interfaces: new navigation schema&quot; at ACC, heading to a &quot;future of touch&quot; panel after. 1 track mind. #SXSW #sxswlib11",,No emotion toward brand or product,23,im quotdesigning ipad interface new navigation schemaquot acc heading quotfuture touchquot panel track mind sxsw sxswlib
"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",,No emotion toward brand or product,16,google quotproduct gatekeeperquot marissa mayer locationbased quotfast fun futurequot link ht sxsw
nu bij &quot;Touching Stories: Designing Digital Magazines for the iPad&quot; #sxsw #sxswnl,,No emotion toward brand or product,12,nu bij quottouching story designing digital magazine ipadquot sxsw sxswnl
I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,Other Apple product or service,Positive emotion,26,picked quotmophiequot iphone charge case sxsw tradeshow doubt ill use time great long day
"I picked up a white #ipad2 today at the Apple Store, #SXSW!",iPad,Positive emotion,12,picked white ipad today apple store sxsw
I messed up and didn't bring iPhone charger. Anyone got one I could borrow for 10 mins? #sxsw,,No emotion toward brand or product,18,messed didnt bring iphone charger anyone got one could borrow min sxsw
prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},,No emotion toward brand or product,19,prepping sxsw aka quotnerds gone wildquot here list party thanks link
Apple Popup Store at #SXSW {link},,No emotion toward brand or product,6,apple popup store sxsw link
Apple popup store in Austin? {link} #SXSW,,No emotion toward brand or product,7,apple popup store austin link sxsw
Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,,No emotion toward brand or product,21,apple popup store still constuction thats keeping line people standing line sxsw
Apple popup store line still circles the block. #sxsw,,No emotion toward brand or product,9,apple popup store line still circle block sxsw
"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",Apple,No emotion toward brand or product,10,apple popup store sxsw apple store sxsw link photo
ipad pop up was the longest line for #sxswi &amp; Kanye's Vevo show @mention #sxsw should be the same {link} {link},,No emotion toward brand or product,21,ipad pop longest line sxswi amp kanyes vevo show sxsw link link
"Catching up with @mention in our hotel room after day 1 of #sxsw. Also, tweeting this from my new iPad.",iPad,Positive emotion,20,catching hotel room day sxsw also tweeting new ipad
Best pickup-line at #SXSW: Do you have an iPhone charger?,,No emotion toward brand or product,10,best pickupline sxsw iphone charger
Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,,Negative emotion,21,bad news update popup apple store ipads sure tomorrow sxsw
Another super smart move by apple  {link} Temporary store at SXSW #apple #sxsw,Apple,Positive emotion,13,another super smart move apple link temporary store sxsw apple sxsw
"SXSW: GroupMe says it�۪s going global. First, it adds new social features. {link} #Android #iPhone #SMS #SteveMartocci #SXSW",,No emotion toward brand or product,18,sxsw groupme say going global first add new social feature link android iphone sm stevemartocci sxsw
Stumbled upon #sxswAPIs when the google/bing session was full. Terrific so far! #sxsw,,No emotion toward brand or product,13,stumbled upon sxswapis googlebing session full terrific far sxsw
We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,,No emotion toward brand or product,14,interrupt regularly scheduled sxsw geek programming big news link google circle
We interrupt your regularly-scheduled #sxsw geek programming with Big news!  {link} by @mention  #google #circles,,No emotion toward brand or product,15,interrupt regularlyscheduled sxsw geek programming big news link google circle
"Record your #sxsw experience with your iPhone.
{link}",,No emotion toward brand or product,8,record sxsw experience iphone link
In case our rabbits forgot theirs at home! Apple Opening Pop-Up Store In Austin For #SXSW {link},,I can't tell,17,case rabbit forgot home apple opening popup store austin sxsw link
What's your take on iPad? @mention I really want it! #checkins #sxsw,iPad,Positive emotion,12,whats take ipad really want checkins sxsw
Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link},iPad or iPhone App,Positive emotion,13,nice gesture lonelyplanet make austin guide iphone free sxsw link
The pressure (ahem... excuse) to buy mounts RT: @mention iPad 2 is the Must-Have Gadget at #SXSW {link} via @mention,iPad,Positive emotion,20,pressure ahem excuse buy mount rt ipad musthave gadget sxsw link via
I'm not sure that I care about the first guy to get an iPad 2 at #sxsw unless he is about to post it to me...,,No emotion toward brand or product,26,im sure care first guy get ipad sxsw unless post
What I journal with on my iPhone: RT @mention ** Momento is on SALE for #SXSW ** - Grab it now for just 59p / 99�! {link},iPhone,Positive emotion,27,journal iphone rt momento sale sxsw grab p link
"Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",,No emotion toward brand or product,22,within hour buying ipad glenda watson hyatt cerebral palsy able communicate stranger public sxsw poursite
"Packed house for #SXSW session - &quot;Q&amp;A w/ Google &amp; Bing on Website Ranking&quot; (w/ @mention (@mention Hilton, Salon J) {link}",,No emotion toward brand or product,21,packed house sxsw session quotqampa w google amp bing website rankingquot w hilton salon j link
