cleaned_text,brand_target,sentiment_target,multi_class_target
lustre pearl teamandroidsxsw cause love android geek sxsw link,Google,Positive emotion,Google-Positive emotion
cohosting cmty mngr meetup etsy austin space google schwag come sxsw,Google,Positive emotion,Google-Positive emotion
excited sxsw giddy announce music withme android available android market link,Google,Positive emotion,Google-Positive emotion
weve got exciting thing well showing sxsw year including drag drop store management iphone,Apple,Positive emotion,Apple-Positive emotion
web developer haven۪t tried new relic sign sxsw enter win ipad come booth link,Apple,Positive emotion,Apple-Positive emotion
well forget nfl lockout right gon focus getting shinmy new ipad min sxsw apple make happy nfl,Apple,Positive emotion,Apple-Positive emotion
well first line hour ipad apple sxsw sleepy,Apple,Positive emotion,Apple-Positive emotion
bored keynote sxsw use ipad draw picture even good artist link sxswi,Apple,Positive emotion,Apple-Positive emotion
brand focus purpose object survive amp succeed google search useful info nike sneaker performance sxsw,Google,Positive emotion,Google-Positive emotion
google talking quottopicality reputationquot search ranking sure saw bing writing note qagb sxsw,Google,Positive emotion,Google-Positive emotion
smartphone rule sxsw definitely iphone apple smartphone ive eyeballed,Apple,Positive emotion,Apple-Positive emotion
us google room nobody raise hand packed room socialviewing session sxsw,Google,Negative emotion,Google-Negative emotion
whoa hang saw someone without iphone sxsw,Apple,Positive emotion,Apple-Positive emotion
win sony xperia play android phone sxsw tuesday detail link,Google,Positive emotion,Google-Positive emotion
win ipad come meet aquent talent agent drop name sxsw booth link,Apple,Positive emotion,Apple-Positive emotion
win awesome ipad quibids custom case catch sxsw wearing openbeta vip badge,Apple,Positive emotion,Apple-Positive emotion
million mobile user google map google map usage mobile device map sxsw,Google,Positive emotion,Google-Positive emotion
within hour buying ipad glenda watson hyatt cerebral palsy able communicate stranger public sxsw poursite,Apple,Positive emotion,Apple-Positive emotion
woah expect google circle today sxsw google league extraordinary hacker event today big,Google,Positive emotion,Google-Positive emotion
woke sandwiched iphone ipad forgot much sxsw like geek spring break,Apple,Positive emotion,Apple-Positive emotion
place fandango karaoke prize fandango tkts useless canada prize useful ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
wonder google impactdashboard demoed become part google analytics bavcid sxsw,Google,Positive emotion,Google-Positive emotion
woo hoo finally back iphone link sxsw,Apple,Positive emotion,Apple-Positive emotion
wooooo mention released discovr iphone time sxsw new feature link,Apple,Positive emotion,Apple-Positive emotion
woot google lego hackathon competition sxsw startupbus cle,Google,Positive emotion,Google-Positive emotion
word motherboard youll want iphone apps youre heading sxsw today hot one link,Apple,Positive emotion,Apple-Positive emotion
wow developed ipad app newsapps sxsw,Apple,Positive emotion,Apple-Positive emotion
wow thing insanely thin amp light hold ipad seriously sxsw mosaicxm link,Apple,Positive emotion,Apple-Positive emotion
wow shakespeare pub here delete button iphone video camera sxsw,Apple,Positive emotion,Apple-Positive emotion
yeah love google cheese maggie maes pic link sxsw,Google,Positive emotion,Google-Positive emotion
yes hate fanboys still valid tho waited ipad instead enjoying sxsw link,Apple,Negative emotion,Apple-Negative emotion
yes rumor true come play ipad booth sxsw exhibit hall ipad ipad giant quotoquot,Apple,Positive emotion,Apple-Positive emotion
yes gowalla win best andoid app team android choice award thanks sxsw,Google,Positive emotion,Google-Positive emotion
yes updated iphone app song info stream others also live video streaming sxsw link,Apple,Positive emotion,Apple-Positive emotion
yes updated iphone app song info stream others also live video streaming sxsw link,Apple,Positive emotion,Apple-Positive emotion
yes updated iphone app song info stream others also live video streaming sxsw link,Apple,Positive emotion,Apple-Positive emotion
yesterday fantastic sxsw ampapple ipad launch let take moment honor suffered japan,Apple,Positive emotion,Apple-Positive emotion
zazzle officially sxsw come grille mention zazzlsxsw you۪ll get make iphone case,Apple,Positive emotion,Apple-Positive emotion
sxsw iphone app control mania half screen used button filter half content uifail,Apple,Negative emotion,Apple-Negative emotion
iphone apps keep grooving sxsw link,Apple,Positive emotion,Apple-Positive emotion
iphone apps keep grooving sxsw link via,Apple,Positive emotion,Apple-Positive emotion
someone buy ipad wait line get tomorrow sxsw,Apple,Positive emotion,Apple-Positive emotion
fuck iphone crapped charge say charging night option austin sxsw,Apple,Negative emotion,Apple-Negative emotion
one must apps survive sxsw link join sxswbarcrawl sxswi,Apple,Positive emotion,Apple-Positive emotion
tip conference goer everywhere bring ipad leave laptop hotel ive battery sore shoulder week sxsw,Apple,Positive emotion,Apple-Positive emotion
amusing long line temp apple store starbu cks acrosse street people seem unpack sxsw,Apple,Positive emotion,Apple-Positive emotion
congress dude creatively saving ipad sxsw link,Apple,Positive emotion,Apple-Positive emotion
google disavowal planned launch sxsw,Google,No emotion toward brand or product,Google-No emotion toward brand or product
awesome conversation networking line sxsw apple store,Apple,Positive emotion,Apple-Positive emotion
good newsgoogles route around traffic function save user year every dayfrom marissa mayer sxsw via,Google,Positive emotion,Google-Positive emotion
social proof powerful marketing motivator see white earbud headphone cable know apple sxsw,Apple,Positive emotion,Apple-Positive emotion
many google product isnt time transition chain feature feature product sxsw,Google,Positive emotion,Google-Positive emotion
damn google glowinthedark cup leaked glowinthedark goo camera bag sxsw,Google,Negative emotion,Google-Negative emotion
leaving google marissa mayer keynote interesting detail user adoption locationaware service sxsw,Google,Positive emotion,Google-Positive emotion
jqtouch look amazing apple theme make web page look like native iphone apps sxsw geekery,Apple,Positive emotion,Apple-Positive emotion
look stupid take pix ipad believe guy sxsw,Apple,Negative emotion,Apple-Negative emotion
cool apps coming sxsw making miss iphone big way,Apple,Positive emotion,Apple-Positive emotion
kind cool someone trying screen mirroring ipad via camera hdmi cable gent sxsw,Apple,Positive emotion,Apple-Positive emotion
line pop apple store austin first person amthey wait sxsw ipad link,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
apple popup store sxsw day ipad release could genius move marketing history,Apple,Positive emotion,Apple-Positive emotion
apple popup store sxsw like girl scout planting next bank atm cah money thinmints,Apple,Positive emotion,Apple-Positive emotion
apple popup store plan sxsw austin link,Apple,Positive emotion,Apple-Positive emotion
apple open popup store sxsw wannabehipsters feel home near fav store link,Apple,Positive emotion,Apple-Positive emotion
apple open ipad popup shop core sxsw action brilliant bring hot shiny new toy sxsw peep link,Apple,Positive emotion,Apple-Positive emotion
apple open popup store sxsw ipad launch genius bastard link,Apple,Positive emotion,Apple-Positive emotion
apple opening temporary store austin sxsw people obviously want shell macbook visiting austin,Apple,Negative emotion,Apple-Negative emotion
apple opening temporary store austin sxsw people obviously want shell macbook,Apple,Negative emotion,Apple-Negative emotion
apple opening temporary store downtown austin march accommodate sxsw attendee god fucking smart,Apple,Positive emotion,Apple-Positive emotion
apple opening temp retail store austin sell ipads sxsw attendee tempted,Apple,Positive emotion,Apple-Positive emotion
apple opening temporary store close sxsw sell ipad get influencers concept link,Apple,Positive emotion,Apple-Positive emotion
apple opening temporary store sxsw conference ipad launch might make stop,Apple,Positive emotion,Apple-Positive emotion
people back home seems sxsw putting together popup apple store people get ipad today,Apple,Positive emotion,Apple-Positive emotion
google dropped real estate search right theyd need invest much theyre willing moment sxsw,Google,Negative emotion,Google-Negative emotion
packing sxsw macbook ipad ahhh cant decide,Apple,Positive emotion,Apple-Positive emotion
waiting bestie come popup store ipad sxsw apple ipad,Apple,Positive emotion,Apple-Positive emotion
nyt app ipad quotheres amazing way serve readershipquot quotheres market opportunity cant ignorequot sxsw newsapps,Apple,Negative emotion,Apple-Negative emotion
perfect session google recipe search among thing sxsw,Google,Positive emotion,Google-Positive emotion
sxsw rumor mill ipad camera slightly thinner rare earth case quotdifferentquot still smudgy screen,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
line ipad apple hype team made highfive run sxsw,Apple,Positive emotion,Apple-Positive emotion
viagra communications۪ launch android app sxsw link happy see expansion beyond outlook plugin,Google,Positive emotion,Google-Positive emotion
die antwoord awesome umshini wam korine park night fishing amazing especially shot iphone sxsw,Apple,Positive emotion,Apple-Positive emotion
quotbefore even begin apple win sxswquot apple setup temporary store austin ipad launch march link,Apple,Positive emotion,Apple-Positive emotion
tech even begin apple win sxsw link technology,Apple,Positive emotion,Apple-Positive emotion
tech even begin apple win sxsw past week there major dilemma link technology,Apple,Positive emotion,Apple-Positive emotion
tech even begin apple win sxsw link,Apple,Positive emotion,Apple-Positive emotion
hooray long line apple opening temporary store downtown austin sxsw amp ipad launch link,Apple,Positive emotion,Apple-Positive emotion
looking forward delicious tmobile austin iphone user struggle anything sxsw,Apple,Negative emotion,Apple-Negative emotion
looking forward hearing google present today sxsw,Google,Positive emotion,Google-Positive emotion
looking forward hearing lynn teo tell nice thing probably already know ipad navigation uxdes sxsw,Apple,Positive emotion,Apple-Positive emotion
looking forward learning ipad design sxsw,Apple,Positive emotion,Apple-Positive emotion
looking forward seeing ipad site alphagraphics bought laser print scarborough building sxsw,Apple,Positive emotion,Apple-Positive emotion
looking forward day release native android tabletoptimized client google latitude suck sxsw,Google,Negative emotion,Google-Negative emotion
looking forward iphone android design session sxsw cant wait drink give away stuff get paid,Apple,Positive emotion,Apple-Positive emotion
looking forward visiting apple store come congress ave sxsw apple sell ipad,Apple,Positive emotion,Apple-Positive emotion
microsoft google ripping link joomla wannabe logo sxsw link,Google,Negative emotion,Google-Negative emotion
post sxsw making jealous btw sxsw auto corrects ass ipad joke check,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
ipad game changer new game multiplicity option either someone pay content sxsw,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
finally got new iphone tweet phone time sxsw gah torture addictedtotheinterwebs,Apple,Positive emotion,Apple-Positive emotion
come quot google party gsdampm sxsw badge get free food drink music big place line great party comequot,Google,Positive emotion,Google-Positive emotion
yea another google product isnt available google apps yet google hotpot sxsw,Google,Negative emotion,Google-Negative emotion
quotno reason apple continued survival existence godquot enchantment sxsw sxswi,Apple,Negative emotion,Apple-Negative emotion
sxsw folk taking note ipad sure download dan bricklins app notetaker really sweet thanks,Apple,Positive emotion,Apple-Positive emotion
helping clean organize newscontent great job ipad owner sxsw sxswi,Apple,Positive emotion,Apple-Positive emotion
guy like presentation sxsw wan try filmaster iphone,Apple,Positive emotion,Apple-Positive emotion
twitter failed last time force choke iphone sxsw,Apple,Negative emotion,Apple-Negative emotion
ouch look like might able grab one sxsw temp apple store,Apple,Positive emotion,Apple-Positive emotion
glad brought mac sxsw clearly cool environment may walk around theplatform ipad,Apple,Positive emotion,Apple-Positive emotion
life would much better ipad brainwashed line sxsw,Apple,Positive emotion,Apple-Positive emotion
without saying google bread going amazing sxsw googlebread,Google,Positive emotion,Google-Positive emotion
android amp iphone app launch sxsw also keep handy lil device updated wevent info link eventseekr,Apple,Positive emotion,Apple-Positive emotion
word motherboard youll want iphone apps youre heading sxsw today hot one link,Apple,Positive emotion,Apple-Positive emotion
phone staying charged crappy iphone would never handle sxsw sleep crazyfest,Apple,Negative emotion,Apple-Negative emotion
four south african capped hour plane trip sxsw ninehour wait ipad linelink,Apple,Positive emotion,Apple-Positive emotion
part journalsim support democracy yes informed populous yes ipad focus support newsapps sxsw,Apple,Negative emotion,Apple-Negative emotion
jealous see people ipad take photo iwantacameraonmyipad sxsw,Apple,Positive emotion,Apple-Positive emotion
checking ipad sxsw popup store apple store sxsw others link,Apple,Positive emotion,Apple-Positive emotion
pen ink miamibeach iphone sxsw next week,Apple,Positive emotion,Apple-Positive emotion
checking apple pop store looking fwd checking ipad sxsw mosaicxm link,Apple,Positive emotion,Apple-Positive emotion
checking new fast society app iphone kinda like group foursquare nice sxsw thanks sharing,Apple,Positive emotion,Apple-Positive emotion
check great amp effective enviro app bin link iphone sxsw sxswi greatergood,Apple,Positive emotion,Apple-Positive emotion
traffic routing feature google map save year per day term wasted time traffic sxsw,Google,Positive emotion,Google-Positive emotion
line outside popup apple store crazylong festival get entertaining every day sxsw,Apple,Positive emotion,Apple-Positive emotion
bank innovate die great session quotk customer joined bank america release iphone appquot sxsw,Apple,Positive emotion,Apple-Positive emotion
totally love copia cocoon messenger ipad bag picked attending redboxgilt groupgraphicly sesh morning sxsw,Apple,Positive emotion,Apple-Positive emotion
anyone know hour sxsw apple store kinda hoping open hour,Apple,Positive emotion,Apple-Positive emotion
anyone know line like popup apple store sxsw ipad,Apple,Positive emotion,Apple-Positive emotion
anyone know ill able find video marissa mayer sxsw presentation google,Google,Positive emotion,Google-Positive emotion
know youre geek cross road take picture apple popup store sxsw link,Apple,Positive emotion,Apple-Positive emotion
dennis crowley wed love work google could benefit working social well checkins sxsw,Google,Positive emotion,Google-Positive emotion
google know everything map people traffic around world sxtxstate sxsw link,Google,Positive emotion,Google-Positive emotion
setting pop shop sxsw smartest move ipad imho developer matter ipad link,Apple,Positive emotion,Apple-Positive emotion
setting google gsdm sxsw party going amazing check event sxsurrogatescom come,Google,Positive emotion,Google-Positive emotion
brought google map rerouted image jcpenney image macys trashy restraunts comment uosxsw sxsw,Google,Negative emotion,Google-Negative emotion
atzip iphone app released time sxsw waiting line bar band app link,Apple,Positive emotion,Apple-Positive emotion
setting ipad swift upbeat service morning sxsw apple popup store,Apple,Positive emotion,Apple-Positive emotion
atampt iphone user friend keep borrowing verizon iphone chk sxsw schedulestheir network ridiculously slow,Apple,Positive emotion,Apple-Positive emotion
got ipad apple popup store downtown austin sxsw link,Apple,Positive emotion,Apple-Positive emotion
coolest ipad case ever etchasketch sxsw link,Apple,Positive emotion,Apple-Positive emotion
coolest ipad case ever etchasketch sxsw link via,Apple,Positive emotion,Apple-Positive emotion
put ipad idiot smcomedyfyeah sxsw,Apple,Negative emotion,Apple-Negative emotion
getting ipad envy flight sxsw,Apple,Positive emotion,Apple-Positive emotion
serious ipad envy toting around one macbook pro cord girl sxsw,Apple,Positive emotion,Apple-Positive emotion
hmm ipad charged last night worried making full day sxsw,Apple,Positive emotion,Apple-Positive emotion
friday ipad ordered midway toured shaping great day almost forgot going sxsw toocoolforsxswanyway,Apple,Positive emotion,Apple-Positive emotion
apple ipad popup shop link sxsw,Apple,Positive emotion,Apple-Positive emotion
ipad download broadfeed app better content delivery link sxsw,Apple,Positive emotion,Apple-Positive emotion
panel flipboard one fave ipad apps sxsw,Apple,Positive emotion,Apple-Positive emotion
saw company today ready launch sound lot like google circle actual personal privacy sxsw,Google,No emotion toward brand or product,Google-No emotion toward brand or product
smart company rumor apple opening temporary store downtown austin sxsw ampipad launch bitlygmzb,Apple,Positive emotion,Apple-Positive emotion
smart companyapple set open popup shop core sxsw action link apple,Apple,Positive emotion,Apple-Positive emotion
final preparation launch underway join tomorrow weve got special android promotion starting sxsw,Google,Positive emotion,Google-Positive emotion
beach party apple apps analytics geekspringbreak sxsw style time start packingquot,Apple,Positive emotion,Apple-Positive emotion
google party sxsw huge antigov lobbying initiative invoking privacy puregenius link,Google,Positive emotion,Google-Positive emotion
aint party like google party cause google party got taco ice cream sxsw,Google,Positive emotion,Google-Positive emotion
vinh flipboard step forward ipad mag get right path wired path sxsw,Apple,Positive emotion,Apple-Positive emotion
google expected release new uber social sharing sxsw circle thought link,Google,Positive emotion,Google-Positive emotion
stopped pop apple storelamez come apple still cut weight half sxsw,Apple,Negative emotion,Apple-Negative emotion
peter cashmore ipad minor improvement worth unless money burn sxsw,Apple,Negative emotion,Apple-Negative emotion
verizon iphone sxsw bar baby suck atampt,Apple,Positive emotion,Apple-Positive emotion
awesome iphone case sxsw,Apple,Positive emotion,Apple-Positive emotion
awesome iphone charging locker registrant lounge sxsw link,Apple,Positive emotion,Apple-Positive emotion
getting iphone juiced sonos team sxsw next apple store austin got love link,Apple,Positive emotion,Apple-Positive emotion
wow iphone dropped side iron cactus balcony screen didnt shatter amazing sxsw,Apple,Positive emotion,Apple-Positive emotion
lightbox photo want new android camera app link sxsw,Google,Positive emotion,Google-Positive emotion
plane full gogglers google marketer told friend liked community reading newspaper brings sxsw,Google,Positive emotion,Google-Positive emotion
damn apple know like even begin apple winssxsw link via sxsw,Apple,Positive emotion,Apple-Positive emotion
smart apple opening popup austin sxsw link hope stock extra battery charger thx,Apple,Positive emotion,Apple-Positive emotion
smart apple open popup store austin people sxsw get new ipads bitlyih via,Apple,Positive emotion,Apple-Positive emotion
apple pop store austin sxsw get peep line store finished brand power,Apple,Positive emotion,Apple-Positive emotion
ooooo apple rumored opening temporary store sxsw link,Apple,Positive emotion,Apple-Positive emotion
tech apple save sxsw set open popup store despite two austin texas location link technology,Apple,Positive emotion,Apple-Positive emotion
smart apple set squarefoot temporary store sxsw sell new ipads test potential traffic link aapl,Apple,Positive emotion,Apple-Positive emotion
apple store downtown apple really keep store open permanently convience location sxsw,Apple,Positive emotion,Apple-Positive emotion
apple store literally built sxsw conference apple store sxsw link photo,Apple,Positive emotion,Apple-Positive emotion
popup apple store austin week sxsw time ipad ship great timing link,Apple,Positive emotion,Apple-Positive emotion
popup apple store seems popup ipads sxsw,Apple,Negative emotion,Apple-Negative emotion
popup apple store still line around block sxsw,Apple,Positive emotion,Apple-Positive emotion
apple store huge success already methinks live music capitol could use one fulltime nudgenudge appleatxdt sxsw,Apple,Positive emotion,Apple-Positive emotion
sweet apple opening popup shop scarbrough building congress ipad link via sxsw,Apple,Positive emotion,Apple-Positive emotion
apple popup store sxsw go impulse control jmpih,Apple,Positive emotion,Apple-Positive emotion
new blog post ipad giveaway link actor diet sxsw,Apple,Positive emotion,Apple-Positive emotion
planzai app featuring official british music schedule android market link sxsw,Google,Positive emotion,Google-Positive emotion
smart apple creates popup store sxsw peddle ipad ipad take sxsw video link,Apple,Positive emotion,Apple-Positive emotion
clearly apple another daylight saving time bug iphone alarm also need remember fix room clock whoop sxsw,Apple,Negative emotion,Apple-Negative emotion
nice apple made lot sell sure apple popup store sxsw link,Apple,Positive emotion,Apple-Positive emotion
link apple open temp store sxsw event start day good work apple,Apple,Positive emotion,Apple-Positive emotion
add apple popup shop sxsw todo list link,Apple,Positive emotion,Apple-Positive emotion
apple popup shop sxsw suck link,Apple,Negative emotion,Apple-Negative emotion
pop apple store sxsw pure genius international crowd stock home,Apple,Positive emotion,Apple-Positive emotion
ughhhapple store austin domain rain ipads first minute right got ipad sxsw,Apple,Negative emotion,Apple-Negative emotion
think apple winning sxsw sea silver white glass,Apple,Positive emotion,Apple-Positive emotion
cunning apple keeping ipad popup store open late next sxsw party impulsive late night purchase regret,Apple,Positive emotion,Apple-Positive emotion
apple apple opened popup store austin nerd town sxsw get new ipads link,Apple,Positive emotion,Apple-Positive emotion
io app approval disrupts continuous dev flow android preferred platform fine tune experiment sxsw groupchatapps,Google,Positive emotion,Google-Positive emotion
lb apps iphone think orlando guess check disney sxsw,Apple,Negative emotion,Apple-Negative emotion
android apps survive sxsw link sxsw,Google,Positive emotion,Google-Positive emotion
happy exist going try whole sxsw trip laptop iphone amp ipad link,Apple,Positive emotion,Apple-Positive emotion
updated npr music iphone app song info song amp live video streaming time sxsw link,Apple,Positive emotion,Apple-Positive emotion
attended preso living simply sxswi sxsw felt bit guilty taking note new ipad,Apple,Negative emotion,Apple-Negative emotion
prob going hit temp apple store setting near sxswnice apple link,Apple,Positive emotion,Apple-Positive emotion
google map guy huge google marissa mayer sxsw,Google,Positive emotion,Google-Positive emotion
google map demo render quickly building landscape included basic map marissagoogle sxsw,Google,Positive emotion,Google-Positive emotion
google map useful get better sxsw,Google,Positive emotion,Google-Positive emotion
native apps ipad etc accessibility design guideline wcag still applies poursite sxsw,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
google map mobile look awesomesxsw,Google,Positive emotion,Google-Positive emotion
google map million user percent google map user mobile sxsw,Google,Positive emotion,Google-Positive emotion
google map mobile going next release look awesome sxsw,Google,Positive emotion,Google-Positive emotion
google map mobile route option save user yr time every day sxsw,Google,Positive emotion,Google-Positive emotion
google map navigation street view building awesome marissagoogle sxsw,Google,Positive emotion,Google-Positive emotion
google map route around traffic saving user year time every day sxsw,Google,Positive emotion,Google-Positive emotion
google map street view car sighting sxsw link,Google,Positive emotion,Google-Positive emotion
google map street view car sighting sxsw link,Google,Positive emotion,Google-Positive emotion
google mapstraffic view saved people year time sxsw,Google,Positive emotion,Google-Positive emotion
popup apple store sxsw line way block link,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
putting gun head give iphone sxsw link,Apple,Positive emotion,Apple-Positive emotion
putting pop apple store sxsw smart talk understanding demo need,Apple,Positive emotion,Apple-Positive emotion
apple quarter music industry digital sale touchingstories tbwasxsw sxsw,Apple,Positive emotion,Apple-Positive emotion
come aquent booth sxsw learn internetonlinewebsitecom meet amp enter win ipad,Apple,Positive emotion,Apple-Positive emotion
ipad acquired thanks perserverance vote husband year check sxsw,Apple,Positive emotion,Apple-Positive emotion
playing quotpeople peoplequot google sxsw party depeche mode ftw,Google,Positive emotion,Google-Positive emotion
applequotthe classiest fascist company americaquot kara swisher sxsw,Apple,Negative emotion,Apple-Negative emotion
get sxsw folk prettycool chevysxsw update iphone retrollect user available awesome,Apple,Positive emotion,Apple-Positive emotion
follow sxsw coverage link mobile link iphone app,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
questioner sxsw said quotthanks big fanquot google caused giggle audience laugh,Google,Positive emotion,Google-Positive emotion
ive never surrounded many iphone user keep think phone thats ringing sxsw,Apple,Positive emotion,Apple-Positive emotion
softlayer blog softlayer sxsw server challenge video link tried yet ipad could,Apple,Positive emotion,Apple-Positive emotion
twitter broken ipad cant follow sxsw hash right wow might nerdiest tweet yet tmsxsw sxsw,Apple,Negative emotion,Apple-Negative emotion
okay fair enough lining new tech cost sxsw much better new ipad link,Apple,Negative emotion,Apple-Negative emotion
ill never forget march weekend japan earthquake ipad first south southwest sxsw memolane yall,Apple,Positive emotion,Apple-Positive emotion
hipster hobo way tell iphone sxsw,Apple,Positive emotion,Apple-Positive emotion
clear never cool sxsw without ipad generally cool doubly handicapped,Apple,Positive emotion,Apple-Positive emotion
headed ipad design headache tablet call morning sxsw link,Apple,Negative emotion,Apple-Negative emotion
design ipad like design class someone give talk assume didnt ditch previous experience sxsw,Apple,Negative emotion,Apple-Negative emotion
thanks free drink google sxsw speakeasy others link,Google,Positive emotion,Google-Positive emotion
day later there still line door sxsw apple store ipad link,Apple,Positive emotion,Apple-Positive emotion
hear ipad nutter ipading away even life techno hipster mecca sxsw,Apple,Negative emotion,Apple-Negative emotion
seated turkey bowl armadillo amp kill list sxxpress pass acquired could buy ipad sxsw,Apple,Positive emotion,Apple-Positive emotion
wow major win traded xoom party ipad sxsw winwin winning tigerblood۝,Apple,Positive emotion,Apple-Positive emotion
quoto frabjous day callooh callay baaahquotlewis carroll crowd swarm ipad launch link via sxsw,Apple,Positive emotion,Apple-Positive emotion
congrats radical medium google arcade fire sxsw best show wilderness downtown,Google,Positive emotion,Google-Positive emotion
frustrating zeldman autocorrects zelda iphone jzsxsw sxsw,Apple,Negative emotion,Apple-Negative emotion
google circle sxsw whoooooo link,Google,Positive emotion,Google-Positive emotion
google circle real thing launched today sxsw link,Google,Negative emotion,Google-Negative emotion
google circle new social network sxsw link,Google,No emotion toward brand or product,Google-No emotion toward brand or product
google circle described another good move product latelink sxsw via,Google,Positive emotion,Google-Positive emotion
google circle sxsw orly,Google,Positive emotion,Google-Positive emotion
google circle loom google nerd get social link socialmedia sxsw,Google,No emotion toward brand or product,Google-No emotion toward brand or product
google circle loom google nerd get social sxsw link,Google,No emotion toward brand or product,Google-No emotion toward brand or product
dear lanyrd youre site awesome use sxsw wish iphone app,Apple,Positive emotion,Apple-Positive emotion
apple store sxsw line moving front fruit basket imacs better worth,Apple,Positive emotion,Apple-Positive emotion
apple store coming austin sxsw quot even begin apple win sxsw link,Apple,Positive emotion,Apple-Positive emotion
foursquare bandsquot time sxsw link,Apple,Positive emotion,Apple-Positive emotion
temperature going amp fun google pic sxsw link,Google,Positive emotion,Google-Positive emotion
apple store line block week long sxsw amazing,Apple,Positive emotion,Apple-Positive emotion
apple store buzzing link speaking sxsw apple store congress would,Apple,Positive emotion,Apple-Positive emotion
quotthere explanation apple continued survival existence godquot guykawasaki sxsw,Apple,Negative emotion,Apple-Negative emotion
apple store peep come running highfiving line open sec enuf chump sxsw ipad link,Apple,Positive emotion,Apple-Positive emotion
papa sangre immersive audio game iphone free today highly recommended papasangre sxsw,Apple,Positive emotion,Apple-Positive emotion
renew feature google mapsexability see inside amazing museum able zoom brushstroke sxsw loveher,Google,Positive emotion,Google-Positive emotion
nut ipad hand awesome dude gave cutsies hour line austin apple sxsw winning,Apple,Positive emotion,Apple-Positive emotion
quottheres reason google isnt social technicalquot sxsw comment,Google,Negative emotion,Google-Negative emotion
people already lining sxsw apple store congress festival promise much attracting,Apple,Positive emotion,Apple-Positive emotion
really disappointed ipad app lot error message switch tweet deck rest sxsw,Apple,Negative emotion,Apple-Negative emotion
pick great unlockable deal checking place google latitude apps link googleblog sxsw vip,Google,Positive emotion,Google-Positive emotion
ordered ipad excited sxsw seems silly whats happening japan right,Apple,Positive emotion,Apple-Positive emotion
score free imo tshirt outside sxsw apple store today amp check imo app ipad link sxsw ipad,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
score free imo tshirt outside sxsw apple store today amp check imo app ipad link sxsw ipad,Apple,Positive emotion,Apple-Positive emotion
farmer prefer balckberries iphones andriod device durable antiapple feeling mobilefarm sxsw,Apple,Negative emotion,Apple-Negative emotion
horrible repressed memory apple spinning beach ball coming back progressbar talk sxsw,Apple,Negative emotion,Apple-Negative emotion
respectfully disagree iphone battery life problem isnt ubiquitous seems project sxsw,Apple,Negative emotion,Apple-Negative emotion
interesting apple open popup shop sxsw link sxsw sxswi popupshop apple,Apple,Positive emotion,Apple-Positive emotion
adaptive retail apple open popup shop sxsw skillfully done cupertino link,Apple,Positive emotion,Apple-Positive emotion
sxsw tried day ipad macbook pro experiment heart real keyboard,Apple,Negative emotion,Apple-Negative emotion
google try launch new social network called circle link sxsw,Google,No emotion toward brand or product,Google-No emotion toward brand or product
marissa mayer presentation sxsw demo google map version mobile pretty impressive,Google,Positive emotion,Google-Positive emotion
even security guard austin enjoy ipad time sxsw link,Apple,Positive emotion,Apple-Positive emotion
social marketing expert sxsw everyone face fact amp admit apple showed everyone marketing done cnet,Apple,Positive emotion,Apple-Positive emotion
thanks girl congrats winning last ipad case boyfriend sxsw cbatsxsw,Apple,Positive emotion,Apple-Positive emotion
early nerdbird sxsw get iphone app share photo airport people like people walmart airport,Apple,Positive emotion,Apple-Positive emotion
ipad turned giant camera look plain stupid sxsw,Apple,Negative emotion,Apple-Negative emotion
cool internet art google eat google ad revenue used buy google stock sxsw,Google,Positive emotion,Google-Positive emotion
great intro saveustechies sxsw video surui carbon project google earth engine link,Google,Positive emotion,Google-Positive emotion
hot pot google mobile map interesting new app sxsw sxswi,Google,Positive emotion,Google-Positive emotion
learned sponsored sxsw software austin nice walking city mapquest piece shit mapping software google map,Google,Positive emotion,Google-Positive emotion
driving around austin google street view scoping location desk sxsw,Google,Positive emotion,Google-Positive emotion
playing around iphone app awesome using lot sxsw,Apple,Positive emotion,Apple-Positive emotion
groupme available canada iphone user sxsw would love check,Apple,Negative emotion,Apple-Negative emotion
route around traffic saving google map user year everyday sxsw,Google,Positive emotion,Google-Positive emotion
google route around traffic function save user year every day good future marissa mayer sxsw,Google,Positive emotion,Google-Positive emotion
android growing super fast lustre pearl team android party walked androidsxsw sxsw,Google,Positive emotion,Google-Positive emotion
happily drowning sea apple mac monster energy drink sxsw,Apple,Positive emotion,Apple-Positive emotion
got morphie iphone case time sxsw good news gtpower ltanxiety bad news barely fit hand,Apple,Positive emotion,Apple-Positive emotion
hour sxsw popup apple store lone security guard enjoys ipad link,Apple,No emotion toward brand or product,Apple-No emotion toward brand or product
iphone version flipboard hopefully summer sxflip sxsw,Apple,Positive emotion,Apple-Positive emotion
sxsw foursquare update merchant platform new specials۝ link android flashspecial free iphone sxsw,Google,Positive emotion,Google-Positive emotion
